cbo_4d,mte_match_status,ciuo88_codes,isco08_codes,scored_isco08_codes,n_isco08_targets,n_scored_isco08_targets,isco08_mean_score,isco08_pooled_sd,cbo_ilo_gradient,gradient_v_a,gradient_v_b,gradient_v_c,gradient_v_d,employment_weight_fallback,matched_pre_admissions,variant_b_mean,variant_b_pooled_sd,variant_c_task_sd,between_destination_sd
4132,matched_official_mte,4122,3341; 4312,3341; 4312,2,2,0.535,0.13143439428094916,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 2,False,57004.0,0.535,0.13143439428094916,0.07905694150420949,0.10500000000000001
4141,matched_official_mte,4131,3341; 4321,3341; 4321,2,2,0.4,0.09354143466934853,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,False,725572.0,0.4000000000000001,0.09354143466934854,0.08860022573334675,0.03
4142,matched_official_mte,4132,3341; 4322,3341; 4322,2,2,0.43500000000000005,0.08874119674649424,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,False,68578.0,0.435,0.08874119674649424,0.08860022573334675,0.005000000000000032
4151,matched_official_mte,4141; 4143,3341; 4411; 4415; 3252; 4413,3341; 4411; 4415; 3252; 4413,5,5,0.458,0.16642115250171777,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,False,16412.0,0.42609716467625314,0.16097143526945001,0.15709869509324387,0.054918120870983925
4152,matched_official_mte,4142,3341; 4412,3341; 4412,2,2,0.42,0.1319090595827292,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,False,15138.0,0.42,0.1319090595827292,0.13152946437965904,0.010000000000000009
4153,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
4201,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
4211,matched_official_mte,4211,4211; 4212; 5230,4211; 4212; 5230,3,3,0.47333333333333333,0.16599866130651642,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 1,False,1116822.0,0.4733333333333333,0.16599866130651642,0.14583095236151572,0.07930251502246877
4212,matched_official_mte,4213,4212,4212,1,1,0.45,0.19,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,False,19646.0,0.45,0.19,0.19,0.0
4213,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
4221,matched_official_mte,4222,3341; 4222; 4224; 4225; 4226; 4229,3341; 4222; 4224; 4225; 4226; 4229,6,6,0.5133333333333333,0.12976474439881153,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,False,787998.9999999999,0.5133333333333332,0.12976474439881153,0.11143009766964519,0.06649979114419999
4222,matched_official_mte,4223,3341; 4223,3341; 4223,2,2,0.485,0.14256577429383255,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,False,25303.0,0.485,0.14256577429383255,0.13152946437965904,0.05500000000000002
4223,matched_official_mte,9113,5243; 5244,5243; 5244,2,2,0.535,0.163783393541592,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 2,False,142312.0,0.535,0.163783393541592,0.14560219778561037,0.07499999999999998
4231,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
4241,matched_official_mte,3434,3313; 3314,3313; 3314,2,2,0.53,0.12267844146385297,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 2,False,279.0,0.53,0.12267844146385297,0.11597413504743202,0.03999999999999998
4242,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
5101,matched_official_mte,9141; 5121; 9152; 5123,5153; 5151; 5152; 5414; 9621; 9629; 5131; 5132,5153; 5151; 5152; 5414; 9621; 9629; 5131; 5132,8,8,0.26125,0.14649552040932856,Minimal Exposure,Minimal Exposure,Minimal Exposure,Not Exposed,Minimal Exposure,False,17106.0,0.26555438637515105,0.1449648818803945,0.13665650368716448,0.05278198082679351
5102,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
5103,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
5111,matched_official_mte,5111,4221; 5111,4221; 5111,2,2,0.39,0.1906567596493762,Exposed: Gradient 1,Exposed: Gradient 1,Exposed: Gradient 1,Minimal Exposure,Not Exposed,False,2934.0,0.39000000000000007,0.19065675964937623,0.08631338250816036,0.17000000000000004
5112,matched_official_mte,5112,5112,5112,1,1,0.25,0.17,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,False,40396.0,0.25,0.17000000000000004,0.17,0.0
5114,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
5115,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
5121,matched_official_mte,9131,9111,9111,1,1,0.14,0.08,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,22597.0,0.14,0.08,0.08,0.0
5131,matched_official_mte,5121,5151; 5152,5151; 5152,2,2,0.21000000000000002,0.1004987562112089,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,6087.0,0.21,0.1004987562112089,0.1,0.009999999999999995
5132,matched_official_mte,5122,3434; 5120; 9411,3434; 5120; 9411,3,3,0.20333333333333334,0.06574360974438673,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,465494.0,0.2033333333333333,0.06574360974438673,0.05686240703077327,0.03299831645537222
5133,matched_official_mte,5123,5131; 5132,5131; 5132,2,2,0.27,0.14177446878757824,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Not Exposed,False,119143.0,0.27,0.14177446878757824,0.1414213562373095,0.010000000000000009
5134,matched_official_mte,5123,5131; 5132,5131; 5132,2,2,0.27,0.14177446878757824,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Not Exposed,False,1007633.0,0.27,0.14177446878757824,0.1414213562373095,0.010000000000000009
5135,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
5136,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
5141,matched_official_mte,9141,5153,5153,1,1,0.27,0.16,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,False,198957.0,0.27,0.16,0.16,0.0
5142,matched_official_mte,9161; 9162; 9132,9611; 9612; 9613; 9622; 9624; 9112; 9412,9611; 9612; 9613; 9622; 9624; 9112; 9412,7,7,0.1157142857142857,0.05653245410688394,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,380243.00000000006,0.12356566283490643,0.03955184768128809,0.047809144373375745,0.030169588688489825
5143,matched_official_mte,9132; 7143,9112; 9412; 7133; 7544,9112; 9412; 7133; 7544,4,4,0.11750000000000001,0.029895651857753492,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,2098822.0,0.1233981657329683,0.02312060824617687,0.025,0.016393596310754998
5151,matched_official_mte,5132,3258; 5321; 5329,3258; 5321; 5329,3,3,0.17,0.11135528725660045,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,19238.0,0.17,0.11135528725660045,0.1055146119422961,0.03559026084010437
5152,matched_official_mte,5132,3258; 5321; 5329,3258; 5321; 5329,3,3,0.17,0.11135528725660045,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,41793.0,0.16999999999999998,0.11135528725660043,0.1055146119422961,0.03559026084010437
5153,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
5161,matched_official_mte,5141,5141; 5142,5141; 5142,2,2,0.175,0.18513508581573618,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,13759.0,0.175,0.18513508581573615,0.18506755523321747,0.0049999999999999906
5162,matched_official_mte,5131,5311; 5312,5311; 5312,2,2,0.215,0.12031209415515966,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,13280.0,0.215,0.12031209415515964,0.1176860229593982,0.024999999999999994
5163,matched_official_mte,8264,3122; 8154; 8157,3122; 8154; 8157,3,3,0.24,0.14106735979665883,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,26157.0,0.23999999999999996,0.14106735979665883,0.11590225767142473,0.08041558721209875
5164,matched_official_mte,9133,9121,9121,1,1,0.14,0.03,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,3629.0,0.14,0.03,0.03,0.0
5165,matched_official_mte,5143,5163,5163,1,1,0.17,0.17,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,10737.0,0.17,0.17,0.17,0.0
5166,matched_official_mte,9312,9312,9312,1,1,0.09,0.02,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,2892.0,0.09,0.02,0.02,0.0
5167,matched_official_mte,5151,5161,5161,1,1,0.3,0.16,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,False,1.0,0.3,0.16,0.16,0.0
5168,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
5169,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
5171,matched_official_mte,5161; 5169,5411; 5414; 5419,5411; 5414; 5419,3,3,0.19333333333333336,0.08339997335464537,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,29046.0,0.18414514907388282,0.09534993806117803,0.08286535263104038,0.009428090415820637
5172,matched_official_mte,5162; 5163,5412; 5413,5412; 5413,2,2,0.14,0.035355339059327376,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,5412.0,0.14,0.0300258572971723,0.035355339059327376,0.0
5173,matched_official_mte,5169,5414; 5419,5414; 5419,2,2,0.2,0.07280109889280519,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,346498.0,0.2,0.07280109889280519,0.07280109889280519,1.962615573354719e-17
5174,matched_official_mte,9152,5414; 9621; 9629,5414; 9621; 9629,3,3,0.2866666666666666,0.16152055252780956,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Not Exposed,False,616072.0,0.2866666666666666,0.16152055252780956,0.14583095236151575,0.06944222218666549
5191,matched_official_mte,8321,8321,8321,1,1,0.25,0.17,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,False,161951.0,0.25,0.17,0.17,0.0
5192,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
5193,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
5198,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
5199,matched_official_mte,9120; 9152; 9142; 9153; 4222,9510; 5414; 9621; 9629; 9122; 9123; 9129; 9623; 3341; 4222; 4224; 4225; 4226; 4229,9510; 5414; 9621; 9629; 9122; 9123; 9129; 9623; 3341; 4222; 4224; 4225; 4226; 4229,14,14,0.34285714285714286,0.21069370359527564,Exposed: Gradient 1,Exposed: Gradient 1,Not Exposed,Minimal Exposure,Not Exposed,False,132341.0,0.19957478533989217,0.1684590238696625,0.11698595764327566,0.17523162513935542
5201,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
5211,matched_official_mte,5220,5222; 5223; 5242; 5245; 5246; 5249,5222; 5223; 5242; 5245; 5246,6,5,0.328,0.1563841424185969,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,False,2956367.0,0.32800000000000007,0.1563841424185969,0.1375499909123952,0.07440430095095311
5231,matched_official_mte,7233,7127; 7233,7127; 7233,2,2,0.19,0.085146931829632,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,1331.0,0.19,0.085146931829632,0.08276472678623424,0.01999999999999999
5241,matched_official_mte,9113,5243; 5244,5243; 5244,2,2,0.535,0.163783393541592,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 2,False,72538.0,0.535,0.163783393541592,0.14560219778561037,0.07499999999999998
5242,matched_official_mte,9111; 9112,5212; 9520,5212; 9520,2,2,0.21000000000000002,0.10559356040971439,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,1588.0,0.21568010075566754,0.10823191319916024,0.1051189802081432,0.010000000000000009
5243,matched_official_mte,9112; 9111,9520; 5212,9520; 5212,2,2,0.21000000000000002,0.10559356040971439,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,4193.0,0.20026711185308851,0.10016644963706162,0.1051189802081432,0.010000000000000009
6110,matched_official_mte,6130,6130,6130,1,1,0.19,0.11000000000000001,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,3306.0,0.19,0.11000000000000001,0.11000000000000001,0.0
6120,matched_official_mte,6114,6114,6114,1,1,0.17,0.11999999999999998,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,2847.0,0.17,0.11999999999999998,0.11999999999999998,0.0
6121,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
6122,matched_official_mte,6111,6111,6111,1,1,0.18,0.11999999999999998,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,True,0.0,0.18,0.11999999999999998,0.11999999999999998,0.0
6123,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
6124,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
6125,matched_official_mte,6112,6112,6112,1,1,0.17,0.11,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,852.0,0.17,0.11,0.11,0.0
6126,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
6127,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
6128,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
6130,matched_official_mte,6121,6121,6121,1,1,0.16999999999999998,0.1,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,499.0,0.16999999999999998,0.1,0.1,0.0
6131,matched_official_mte,6121,6121,6121,1,1,0.16999999999999998,0.1,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,429.0,0.16999999999999998,0.1,0.1,0.0
6132,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
6133,matched_official_mte,6122,6122,6122,1,1,0.19000000000000003,0.10000000000000002,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,3551.0,0.19,0.10000000000000002,0.10000000000000002,0.0
6134,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
6201,matched_official_mte,6130,6130,6130,1,1,0.19,0.11000000000000001,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,27848.0,0.19,0.11000000000000001,0.11000000000000001,0.0
6210,matched_official_mte,6130,6130,6130,1,1,0.19,0.11000000000000001,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,442972.0,0.19000000000000003,0.11000000000000001,0.11000000000000001,0.0
6220,matched_official_mte,6113; 6114,6113; 9214; 6114,6113; 9214; 6114,3,3,0.1566666666666667,0.09826268648655782,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,395976.0,0.1669416328262319,0.11551257781391097,0.09469248474227861,0.026246692913372706
6221,matched_official_mte,6111,6111,6111,1,1,0.18,0.11999999999999998,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,221365.0,0.18,0.11999999999999998,0.11999999999999998,0.0
6222,matched_official_mte,6111,6111,6111,1,1,0.18,0.11999999999999998,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,1968.0,0.18,0.11999999999999998,0.11999999999999998,0.0
6223,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
6224,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
6225,matched_official_mte,6114,6114,6114,1,1,0.17,0.11999999999999998,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,184664.0,0.17,0.12,0.11999999999999998,0.0
6226,matched_official_mte,6112,6112,6112,1,1,0.17,0.11,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,55759.0,0.17,0.11,0.11,0.0
6227,matched_official_mte,6112,6112,6112,1,1,0.17,0.11,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,16082.0,0.17,0.11,0.11,0.0
6228,matched_official_mte,6112,6112,6112,1,1,0.17,0.11,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,285.0,0.17,0.11,0.11,0.0
6230,matched_official_mte,6129; 6124,5164; 6129; 6121; 6122; 6123,5164; 6129; 6121; 6122; 6123,5,5,0.184,0.10864621484432856,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,44225.00000000001,0.18687966836254002,0.10776006448266685,0.10516653460107928,0.027276363393971714
6231,matched_official_mte,6129; 6121,5164; 6129; 6121,5164; 6129; 6121,3,3,0.17,0.10801234497346433,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,24192.0,0.16999999999999998,0.10245720328649913,0.10519822558706335,0.02449489742783178
6232,matched_official_mte,6121,6121,6121,1,1,0.16999999999999998,0.1,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,22379.0,0.16999999999999998,0.1,0.1,0.0
6233,matched_official_mte,6129; 6122,5164; 6129; 6122,5164; 6129; 6122,3,3,0.17666666666666667,0.10842303978193729,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,37869.0,0.17245108135942327,0.1106192960447229,0.10519822558706335,0.026246692913372706
6234,matched_official_mte,6123,6123,6123,1,1,0.22,0.11,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,795.0,0.22,0.11,0.11,0.0
6301,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
6310,matched_official_mte,6153,6223,6223,1,1,0.18,0.07,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,24.0,0.18000000000000002,0.07,0.07,0.0
6311,matched_official_mte,6152,6222; 7541,6222; 7541,2,2,0.165,0.09526279441628827,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,194.0,0.16500000000000004,0.09526279441628827,0.09513148795220225,0.0050000000000000044
6312,matched_official_mte,6153,6223,6223,1,1,0.18,0.07,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,1519.0,0.18000000000000002,0.07,0.07,0.0
6313,matched_official_mte,6151,6221,6221,1,1,0.22000000000000003,0.15,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,4299.0,0.22000000000000003,0.15,0.15,0.0
6314,matched_official_mte,6153,6223,6223,1,1,0.18,0.07,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,103.0,0.18,0.07,0.07,0.0
6320,matched_official_mte,6141,6210,6210,1,1,0.12,0.05,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,3479.0,0.12,0.05,0.05,0.0
6321,matched_official_mte,6141,6210,6210,1,1,0.12,0.05,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,63039.0,0.12,0.05,0.05,0.0
6322,matched_official_mte,6141,6210,6210,1,1,0.12,0.05,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,10159.0,0.12,0.05,0.05,0.0
6323,matched_official_mte,6141,6210,6210,1,1,0.12,0.05,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,5235.0,0.11999999999999998,0.05,0.05,0.0
6324,matched_official_mte,6141,6210,6210,1,1,0.12,0.05,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,779.0,0.11999999999999998,0.05,0.05,0.0
6325,matched_official_mte,6141,6210,6210,1,1,0.12,0.05,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,617.0,0.11999999999999998,0.05,0.05,0.0
6326,matched_official_mte,6142,6210,6210,1,1,0.12,0.05,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,5506.0,0.12000000000000001,0.05,0.05,0.0
6410,matched_official_mte,8331,8341,8341,1,1,0.12,0.03,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,257182.0,0.12,0.03,0.03,0.0
6420,matched_official_mte,8331,8341,8341,1,1,0.12,0.03,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,11354.0,0.12,0.030000000000000002,0.03,0.0
6430,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
7101,matched_official_mte,7111,3121; 8111,3121; 8111,2,2,0.22999999999999998,0.11335784048754632,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,1501.0,0.23,0.11335784048754634,0.09617692030835673,0.059999999999999984
7102,matched_official_mte,7129,3123; 7111; 7119,3123; 7111; 7119,3,3,0.17,0.09660917830792959,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,107377.0,0.17000000000000004,0.0966091783079296,0.05354126134736337,0.08041558721209881
7111,matched_official_mte,7111; 7113; 7112,3121; 8111; 7113; 7542,3121; 8111; 7113; 7542,4,4,0.1725,0.10231690964840562,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,19582.0,0.2137861301194975,0.11335006832653563,0.07314369419163898,0.07154544010627092
7112,matched_official_mte,8111,3121; 8111,3121; 8111,2,2,0.22999999999999998,0.11335784048754632,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,4076.0,0.23,0.11335784048754632,0.09617692030835673,0.059999999999999984
7113,matched_official_mte,8113,8113,8113,1,1,0.19,0.12,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,12974.0,0.19,0.12000000000000001,0.12,0.0
7114,matched_official_mte,9311,9311,9311,1,1,0.11,0.02,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,642.0,0.11,0.02,0.02,0.0
7121,matched_official_mte,8112,8112,8112,1,1,0.21000000000000002,0.1,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,6848.0,0.21000000000000002,0.1,0.1,0.0
7122,matched_official_mte,7113,7113,7113,1,1,0.11,0.02,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,23794.0,0.11,0.02,0.02,0.0
7151,matched_official_mte,8332,8342,8342,1,1,0.13,0.02,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,181485.0,0.13,0.02,0.02,0.0
7152,matched_official_mte,7122,7112; 7113,7112; 7113,2,2,0.1,0.018708286933869705,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,626313.0,0.1,0.018708286933869705,0.015811388300841896,0.009999999999999995
7153,matched_official_mte,7123,7114,7114,1,1,0.1,0.03,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,121368.0,0.1,0.03,0.03,0.0
7154,matched_official_mte,8212,8114,8114,1,1,0.23000000000000004,0.11000000000000001,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,21158.0,0.23000000000000004,0.11000000000000001,0.11000000000000001,0.0
7155,matched_official_mte,7124; 7129,7115; 3123; 7111; 7119,7115; 3123; 7111; 7119,4,4,0.16,0.08602325267042626,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,275750.0,0.1409927107887579,0.05633744300097093,0.04743416490252569,0.07176350047203663
7156,matched_official_mte,7137,7411,7411,1,1,0.19,0.06,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,185094.0,0.19,0.06,0.06,0.0
7157,matched_official_mte,7134,7124,7124,1,1,0.13,0.02,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,21227.0,0.13,0.02,0.02,0.0
7161,matched_official_mte,7123,7114,7114,1,1,0.1,0.03,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,3957.0,0.1,0.03,0.03,0.0
7162,matched_official_mte,7131,7121,7121,1,1,0.13,0.08,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,1562.0,0.13,0.08,0.08,0.0
7163,matched_official_mte,7135,7125,7125,1,1,0.14,0.0,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,26595.0,0.14,0.0,0.0,0.0
7164,matched_official_mte,7133,7123,7123,1,1,0.11,0.01,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,38297.0,0.11,0.01,0.01,0.0
7165,matched_official_mte,7132,7122,7122,1,1,0.1,0.02,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,36659.0,0.1,0.02,0.02,0.0
