dimension,dimension_kind,group_id,group_label,outcome,estimator,coefficient,standard_error,nominal_p_value,n_obs,minimum_clusters,group_pretrend_status,group_pretrend_joint_p_value,ddd_pretrend_status,group_mde_80_power,result_status,error,source_diagnostic_family,ci_low,ci_high,cluster_df,support_status,target_treated_cbo_with_flows,target_control_cbo_with_flows,bh_adjusted_p_value,nominal_significant_005,bh_significant_005,family_id,family_size,multiplicity_method,multiplicity_scope,interpretation,is_causal_effect
age_pnad,micro,age_35_44,Age 35-44,ln_salario_real_adm,ols,-0.054909790269004,0.0128614415919605,2.5484371893869096e-05,15775,340,fail,0.0027652950281741,fail,0.0361363973033474,estimated,,B,-0.0802080717472806,-0.0296115087907273,339.0,adequate,75,266,0.0003011789405639,True,True,C,130,Benjamini-Hochberg,single adjustment over all 130 per-group DiD tests,reportable,False
age_pnad,micro,age_35_44,Age 35-44,asinh_saldo,ols,-0.5497632746296913,0.3050063789444987,0.0723577759116811,15935,341,fail,3.2649226212472606e-08,pass,0.8569597770522843,estimated,,B,-1.1497003706921634,0.0501738214327805,340.0,adequate,75,266,0.162274261228444,False,False,C,130,Benjamini-Hochberg,single adjustment over all 130 per-group DiD tests,reportable,False
age_pnad,micro,age_45_54,Age 45-54,admissoes,ppml,-0.01248872822123,0.0468601165328935,0.7900073816603324,15935,341,fail,1.7032417665169486e-13,fail,0.1316603120093425,estimated,,B,-0.1046609717368609,0.0796835152944009,340.0,adequate,75,266,0.8216076769267456,False,False,C,130,Benjamini-Hochberg,single adjustment over all 130 per-group DiD tests,reportable,False
age_pnad,micro,age_45_54,Age 45-54,desligamentos,ppml,-0.0221088087991933,0.0325476730943039,0.4974260193781419,15935,341,fail,1.0792257909828236e-11,fail,0.0914474207883396,estimated,,B,-0.0861289665000279,0.0419113489016413,340.0,adequate,75,266,0.5932603900840224,False,False,C,130,Benjamini-Hochberg,single adjustment over all 130 per-group DiD tests,reportable,False
age_pnad,micro,age_45_54,Age 45-54,n_movimentacoes,ppml,-0.0160365531934706,0.0386419470288956,0.6784008999257782,15935,341,fail,1.4377642106037146e-20,fail,0.1085701696644659,estimated,,B,-0.0920439388978004,0.0599708325108592,340.0,adequate,75,266,0.7411102268096736,False,False,C,130,Benjamini-Hochberg,single adjustment over all 130 per-group DiD tests,reportable,False
age_pnad,micro,age_45_54,Age 45-54,ln_salario_real_adm,ols,-0.0417124426426873,0.0113611733433001,0.0002801714085478,15478,339,warning,0.1956484882667116,fail,0.0319214123020663,estimated,,B,-0.0640599536667165,-0.0193649316186581,338.0,adequate,75,266,0.0019169622690112,True,True,C,130,Benjamini-Hochberg,single adjustment over all 130 per-group DiD tests,reportable,False
age_pnad,micro,age_45_54,Age 45-54,asinh_saldo,ols,-0.2273902790738228,0.2270277585765298,0.3172506508209349,15935,341,fail,3.656751515124284e-08,fail,0.6378675031246652,estimated,,B,-0.6739461008809453,0.2191655427332996,340.0,adequate,75,266,0.4251812846053767,False,False,C,130,Benjamini-Hochberg,single adjustment over all 130 per-group DiD tests,reportable,False
age_pnad,micro,age_55_65,Age 55-65,admissoes,ppml,-0.0398861467684038,0.0677753861107822,0.5565853342642646,15926,340,fail,1.0903187575266501e-13,fail,0.1904264201159159,estimated,,B,-0.1731994136265469,0.0934271200897393,339.0,adequate,75,266,0.6460365486995928,False,False,C,130,Benjamini-Hochberg,single adjustment over all 130 per-group DiD tests,reportable,False
age_pnad,micro,age_55_65,Age 55-65,desligamentos,ppml,-0.0859547348986299,0.0393804502255399,0.0297434590758103,15935,341,fail,1.2988262946668077e-22,fail,0.1106451017919144,estimated,,B,-0.1634147310852744,-0.0084947387119853,340.0,adequate,75,266,0.0822691421245816,True,False,C,130,Benjamini-Hochberg,single adjustment over all 130 per-group DiD tests,reportable,False
age_pnad,micro,age_55_65,Age 55-65,n_movimentacoes,ppml,-0.0642540922698603,0.049766313682242,0.1975405377558587,15935,341,fail,4.799855759614005e-13,fail,0.1398256955327768,estimated,,B,-0.1621427259947676,0.033634541455047,340.0,adequate,75,266,0.2951755161869153,False,False,C,130,Benjamini-Hochberg,single adjustment over all 130 per-group DiD tests,reportable,False
age_pnad,micro,age_55_65,Age 55-65,ln_salario_real_adm,ols,-0.0448425878334947,0.0128611906604235,0.0005538552538995,14512,338,fail,0.1175490695761859,warning,0.0361363112996827,estimated,,B,-0.0701409136370704,-0.0195442620299189,337.0,adequate,75,266,0.0031304862176928,True,True,C,130,Benjamini-Hochberg,single adjustment over all 130 per-group DiD tests,reportable,False
age_pnad,micro,age_55_65,Age 55-65,asinh_saldo,ols,0.379402218950353,0.1345422181736699,0.0050848394229405,15935,341,fail,8.140291437807087e-12,fail,0.3780159276970674,estimated,,B,0.1147622860143834,0.6440421518863225,340.0,adequate,75,266,0.0200311856055231,True,True,C,130,Benjamini-Hochberg,single adjustment over all 130 per-group DiD tests,reportable,False
