outcome,row_position,column_position,row_event_time,column_event_time,covariance
asinh_saldo,9,17,-14,-6,0.345784031717498
asinh_saldo,9,18,-14,-5,0.349974225483891
asinh_saldo,9,19,-14,-4,0.36260280096205
asinh_saldo,9,20,-14,-3,0.328387764734652
asinh_saldo,9,21,-14,-2,0.259599575505435
asinh_saldo,9,22,-14,0,0.209524026012634
asinh_saldo,9,23,-14,1,0.275227553548739
asinh_saldo,9,24,-14,2,0.287065705283913
asinh_saldo,9,25,-14,3,0.354977115120624
asinh_saldo,9,26,-14,4,0.306199071241646
asinh_saldo,9,27,-14,5,0.319311893623491
asinh_saldo,9,28,-14,6,0.335945746404082
asinh_saldo,9,29,-14,7,0.308150514611245
asinh_saldo,9,30,-14,8,0.361977644088409
asinh_saldo,9,31,-14,9,0.38964626054069
asinh_saldo,9,32,-14,10,0.353682054468616
asinh_saldo,9,33,-14,11,0.308672408497297
asinh_saldo,9,34,-14,12,0.220709365811011
asinh_saldo,9,35,-14,13,0.40570828943358
asinh_saldo,9,36,-14,14,0.408549459341651
asinh_saldo,9,37,-14,15,0.368945189477088
asinh_saldo,9,38,-14,16,0.328469725801053
asinh_saldo,9,39,-14,17,0.331352293091183
asinh_saldo,9,40,-14,18,0.349462770546586
asinh_saldo,9,41,-14,19,0.34252227876628
asinh_saldo,9,42,-14,20,0.37043140292547
asinh_saldo,9,43,-14,21,0.343979401253571
asinh_saldo,9,44,-14,22,0.362585540818621
asinh_saldo,9,45,-14,23,0.308391028241123
asinh_saldo,10,0,-13,-23,0.370961695992329
asinh_saldo,10,1,-13,-22,0.36177221786149
asinh_saldo,10,2,-13,-21,0.371750172403365
asinh_saldo,10,3,-13,-20,0.305726976532944
asinh_saldo,10,4,-13,-19,0.398084019584246
asinh_saldo,10,5,-13,-18,0.38896325879127
asinh_saldo,10,6,-13,-17,0.381389273169978
asinh_saldo,10,7,-13,-16,0.37182689344099
asinh_saldo,10,8,-13,-15,0.356780208420249
asinh_saldo,10,9,-13,-14,0.335769227377433
asinh_saldo,10,10,-13,-13,0.510878574224739
asinh_saldo,10,11,-13,-12,0.260111111101663
asinh_saldo,10,12,-13,-11,0.29369640899461
asinh_saldo,10,13,-13,-10,0.347946970240195
